molecule,mean_best_10,best_haddock,sd_best_10,dockq_vs_9dwv,cluster_id,n_models,protocol_version
FPFT-2216,-115.719300,-125.639000,5.254228,0.042000,5,172,ppil4-lock-v3-45ee93aea3ab
