name,crbn_affinity,ppil4_affinity,combined_affinity,score,dockq,irmsd,fnat,lrmsd
tyrone_45,-8.491,-5.422,-13.913,-151.273,0.621,1.766,0.730,14.685
tyrone_118,-9.678,-5.321,-14.999,-144.986,0.277,9.685,0.314,84.045
tyrone_6,-9.667,-5.286,-14.953,-144.986,0.277,9.685,0.314,84.045
