vina_rank,molecule,canonical_smiles,vina_score_kcal_mol,best_haddock_score,best_model,models_scored,status
149,306,O=C1CCC(N2C(=O)c3cc(O)c(I)cc3C2=O)C(=O)N1,-9.16,-78.929,emscoring_9.pdb,20,completed
43,453,O=C1CCC(N2C(=O)c3cc(Br)c(Br)c(Cl)c3C2=O)C(=O)N1,-9.564,-78.887,emscoring_14.pdb,20,completed
245,795,Cc1cc2c(c(C)c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.355,-78.861,emscoring_1.pdb,20,completed
212,683,CCc1c(Br)cc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.791,-78.641,emscoring_7.pdb,20,completed
39,344,O=C1CCC(N2C(=O)c3cc(I)c(Cl)c(F)c3C2=O)C(=O)N1,-9.576,-78.550,emscoring_11.pdb,20,completed
124,37,O=C1CCC(N2C(=O)c3ccc(O)c(Cl)c3C2=O)C(=O)N1,-9.262,-78.534,emscoring_2.pdb,20,completed
125,644,O=C1CCC(N2C(=O)c3cc(I)c(Cl)c(I)c3C2=O)C(=O)N1,-9.259,-78.252,emscoring_9.pdb,20,completed
21,654,O=C1CCC(N2C(=O)c3cc(I)c(Br)c(I)c3C2=O)C(=O)N1,-9.637,-77.813,emscoring_4.pdb,20,completed
67,434,O=C1CCC(N2C(=O)c3cc(I)c(F)c(Cl)c3C2=O)C(=O)N1,-9.454,-77.753,emscoring_3.pdb,20,completed
152,194,COc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.147,-77.370,emscoring_16.pdb,20,completed
29,363,O=C1CCC(N2C(=O)c3cc(Br)c(I)c(F)c3C2=O)C(=O)N1,-9.607,-77.361,emscoring_14.pdb,20,completed
168,174,CCc1cc(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.078,-77.323,emscoring_11.pdb,20,completed
54,827,Cc1c(C#N)c(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.501,-77.316,emscoring_14.pdb,20,completed
204,396,CCc1cc2c(c(F)c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.86,-77.256,emscoring_2.pdb,20,completed
234,1298,COc1cc2c(c(C#N)c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.419,-77.220,emscoring_15.pdb,20,completed
138,197,COc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.198,-77.119,emscoring_16.pdb,20,completed
88,855,CCc1c(Br)c(C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.386,-76.799,emscoring_8.pdb,20,completed
142,383,CCc1c(Br)cc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.18,-76.694,emscoring_9.pdb,20,completed
239,90,N#Cc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.397,-76.606,emscoring_10.pdb,20,completed
24,342,O=C1CCC(N2C(=O)c3cc(Cl)c(Cl)c(F)c3C2=O)C(=O)N1,-9.628,-76.542,emscoring_20.pdb,20,completed
8,745,Cc1cc2c(c(C)c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.764,-76.310,emscoring_11.pdb,20,completed
176,68,COc1ccc2c(c1C)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.039,-76.142,emscoring_13.pdb,20,completed
65,454,O=C1CCC(N2C(=O)c3cc(I)c(Br)c(Cl)c3C2=O)C(=O)N1,-9.46,-76.095,emscoring_3.pdb,20,completed
137,768,COc1cc2c(c(C)c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.202,-75.949,emscoring_15.pdb,20,completed
97,863,CCc1c(I)c(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.359,-75.803,emscoring_16.pdb,20,completed
247,427,N#Cc1c(O)cc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.333,-75.437,emscoring_6.pdb,20,completed
210,684,CCc1c(I)cc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.809,-75.398,emscoring_11.pdb,20,completed
188,584,CCc1c(I)cc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.946,-75.340,emscoring_18.pdb,20,completed
117,661,O=C1CCC(N2C(=O)c3cc(F)c(I)c(I)c3C2=O)C(=O)N1,-9.284,-75.308,emscoring_11.pdb,20,completed
209,786,CCc1cc2c(c(C)c1CC)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.81,-75.024,emscoring_9.pdb,20,completed
3,1274,Cc1c(I)cc2c(c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.8,-74.198,emscoring_2.pdb,20,completed
213,887,CCc1c(O)cc2c(c1CC)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.771,-73.959,emscoring_18.pdb,20,completed
70,45,Cc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.448,-73.786,emscoring_4.pdb,20,completed
156,482,CCc1c(Cl)cc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.128,-73.769,emscoring_9.pdb,20,completed
235,995,Cc1cc2c(c(O)c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.414,-73.612,emscoring_15.pdb,20,completed
69,181,O=C1CCC(N2C(=O)c3cc(F)cc(O)c3C2=O)C(=O)N1,-9.449,-73.407,emscoring_6.pdb,20,completed
211,322,COc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.793,-73.101,emscoring_2.pdb,20,completed
63,1277,Cc1c(O)cc2c(c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.473,-73.077,emscoring_7.pdb,20,completed
76,635,Cc1cc2c(c(I)c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.424,-72.906,emscoring_3.pdb,20,completed
109,1026,CCc1cc2c(c(O)c1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.31,-72.712,emscoring_3.pdb,20,completed
4,743,Cc1c(Cl)c(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.794,-72.439,emscoring_1.pdb,20,completed
99,67,Cc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.355,-72.250,emscoring_14.pdb,20,completed
75,874,CCc1c(C)c(I)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.431,-72.077,emscoring_16.pdb,20,completed
18,341,O=C1CCC(N2C(=O)c3cc(F)c(Cl)c(F)c3C2=O)C(=O)N1,-9.666,-71.563,emscoring_16.pdb,20,completed
216,998,COc1cc2c(c(O)c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.715,-71.312,emscoring_11.pdb,20,completed
144,312,Cc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.178,-71.118,emscoring_14.pdb,20,completed
161,581,CCc1c(F)cc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.115,-71.049,emscoring_20.pdb,20,completed
89,295,O=C1CCC(N2C(=O)c3cc(Br)c(Br)cc3C2=O)C(=O)N1,-9.382,-70.791,emscoring_3.pdb,20,completed
113,47,O=C1CCC(N2C(=O)c3ccc(O)c(Br)c3C2=O)C(=O)N1,-9.289,-70.318,emscoring_2.pdb,20,completed
95,34,O=C1CCC(N2C(=O)c3ccc(I)c(Cl)c3C2=O)C(=O)N1,-9.369,-69.675,emscoring_14.pdb,20,completed
53,542,O=C1CCC(N2C(=O)c3cc(Cl)c(Cl)c(Br)c3C2=O)C(=O)N1,-9.502,-69.668,emscoring_16.pdb,20,completed
116,119,N#Cc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.288,-69.492,emscoring_6.pdb,20,completed
90,634,O=C1CCC(N2C(=O)c3cc(I)c(F)c(I)c3C2=O)C(=O)N1,-9.381,-68.269,emscoring_11.pdb,20,completed
102,577,Cc1c(O)cc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.35,-68.094,emscoring_19.pdb,20,completed
26,353,O=C1CCC(N2C(=O)c3cc(Br)c(Br)c(F)c3C2=O)C(=O)N1,-9.623,-67.641,emscoring_3.pdb,20,completed
59,64,Cc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.478,-67.451,emscoring_19.pdb,20,completed
77,633,O=C1CCC(N2C(=O)c3cc(Br)c(F)c(I)c3C2=O)C(=O)N1,-9.421,-65.206,emscoring_4.pdb,20,completed
121,377,Cc1c(O)cc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.278,-65.015,emscoring_10.pdb,20,completed
134,11,O=C1CCC(N2C(=O)c3ccc(F)cc3C2=O)C(=O)N1,-9.21,-64.001,emscoring_7.pdb,20,completed
229,13,O=C1CCC(N2C(=O)c3ccc(Br)cc3C2=O)C(=O)N1,-8.485,-60.607,emscoring_20.pdb,20,completed
177,9,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.033,,,0,failed_haddock
185,1213,Nc1c(Br)cc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.959,,,0,failed_haddock
192,1214,Nc1c(I)cc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.927,,,0,failed_haddock
200,1219,Nc1cc2c(c(N)c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.901,,,0,failed_haddock
202,107,Nc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,-8.878,,,0,failed_haddock
