name,crbn_affinity,ppil4_affinity,combined_affinity,score,dockq,irmsd,fnat,lrmsd
cand_779,-8.415,-5.64,-14.055,-117.639,0.354,4.961,0.480,44.377
cand_1078,-8.343,-5.914,-14.257,-117.639,0.354,4.961,0.480,44.377
